lote;SKU;descripción;piezas;volumen
3623303069;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303070;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;975;5,139
3623303081;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303091;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303104;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1053;5,55
3623303109;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303110;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1053;5,55
3623303122;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1053;5,55
3623303159;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1131;5,961
3623303169;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303178;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;286;1,507
3623302077;790539;TABLILLA PARA MOLD. MDF 4880x90x14 MM;897;5,515
3623302086;790539;TABLILLA PARA MOLD. MDF 4880x90x14 MM;819;5,036
3623302098;790539;TABLILLA PARA MOLD. MDF 4880x90x14 MM;273;1,679
3623291639;790540;TABLILLA PARA MOLD. MDF 4880x90x15 MM;611;4,025
3623291703;790540;TABLILLA PARA MOLD. MDF 4880x90x15 MM;819;5,396
3623291728;790540;TABLILLA PARA MOLD. MDF 4880x90x15 MM;819;5,396
3623284822;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;700;5,534
3623292511;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;650;5,139
3623292651;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;702;5,55
3623292657;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;702;5,55
3623292660;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;702;5,55
3623292669;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;434;3,431
3623301825;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301831;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301853;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301858;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301879;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301940;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;300;3,294
3623288453;790630;TABLILLA PARA MOLD. MDF 5185x115x30 MM;290;5,188
3623297852;790652;TABLILLA PARA MOLD. MDF 5185x36x12 MM;1380;3,091
3623297870;790652;TABLILLA PARA MOLD. MDF 5185x36x12 MM;960;2,15
3623298060;790652;TABLILLA PARA MOLD. MDF 5185x36x12 MM;1890;4,233
3623181902;790665;TABLILLA PARA MOLD. MDF 5185x57x14 MM;1;0,004
3623284730;790667;TABLILLA PARA MOLD. MDF 5185x57x17 MM;100;0,502
3623292387;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623293989;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623294700;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623294734;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623295010;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1440;6,063
3623290120;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;1260;5,684
3623290135;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;1260;5,684
3623290148;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;1320;5,954
3623290748;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;540;2,436
3623240587;790692;TABLILLA PARA MOLD. MDF 5185x65x15 MM;1;0,005
3623271574;790713;TABLILLA PARA MOLD. MDF 5185x77x15 MM;856;5,12
3623271591;790713;TABLILLA PARA MOLD. MDF 5185x77x15 MM;856;5,12
3623302817;790734;TABLILLA PARA MOLD. MDF 5185x83x12 MM;1004;5,185
3623297614;790741;TABLILLA PARA MOLD. MDF 5185x83x30 MM;420;5,422
3623297623;790741;TABLILLA PARA MOLD. MDF 5185x83x30 MM;420;5,422
3623297814;790741;TABLILLA PARA MOLD. MDF 5185x83x30 MM;390;5,035
3623188450;790772;TABLILLA PARA MOLD. MDF 5185x90x17 MM;1;0,008
3623288933;790776;TABLILLA PARA MOLD. MDF 5185x90x25 MM;338;3,943
3623292592;804605;TABLILLA PARA MOLD. MDF 4880x156x14 MM;476;5,074
3623292616;804605;TABLILLA PARA MOLD. MDF 4880x156x14 MM;483;5,149
3623303251;1015927;TABLILLA PARA MOLD. MDF 4880x128x17 MM;432;4,587
3623280818;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623280825;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;220;5,26
3623281817;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;215;5,14
3623281841;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623282168;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623282737;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623293024;1620226;TABLILLA PARA MOLD. MDF 4324x58x15 MM;630;2,37
3623139309;1680105;TABLILLA PARA MOLD. MDF 5185x117x17 MM;90;0,928
3623296791;1704653;TABLILLA PARA MOLD. MDF 4270x32x10 MM;2720;3,717
3623296798;1704653;TABLILLA PARA MOLD. MDF 4270x32x10 MM;2625;3,587
3623291793;1704655;TABLILLA PARA MOLD. MDF 4270x33x9 MM;250;0,317
3623294853;1704659;TABLILLA PARA MOLD. MDF 4270x41x15 MM;854;2,243
3623293931;1765305;TABLILLA PARA MOLD. MDF 2482x117x17 MM;380;1,876
3623289213;1769814;TABLILLA PARA MOLD. MDF 5185x43x12 MM;990;2,649
3623286974;1783386;TABLILLA PARA MOLD. MDF 4880x24x20 MM;1395;3,268
3623287295;1783386;TABLILLA PARA MOLD. MDF 4880x24x20 MM;1656;3,879
3623297444;1836509;TABLILLA PARA MOLD. MDF 4376x35x12 MM;1800;3,308
3623292155;789356;TABLILLA PARA MOLD. MDF 3660x84x12 MM;630;2,324
3623279174;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;504;4,021
3623279187;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;504;4,021
3623279378;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;111;0,886
3623296039;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;465;3,71
3623249327;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;110;1,362
3623265712;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;180;2,229
3623272287;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;64;0,793
3623292143;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;210;2,601
3623229864;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;880;5,11
3623254428;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;368;2,137
3623259429;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;780;4,53
3623259725;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;759;4,408
3623266723;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;780;4,53
3623269216;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;800;4,646
3623269854;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;51;0,296
3623276583;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;736;4,274
3623280028;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;864;5,017
3623280058;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;60;0,348
3623280431;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;273;1,585
3623282895;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;175;1,016
3623289764;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;816;4,739
3623289919;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;800;4,646
3623290569;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;158;0,918
3623294864;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;810;4,704
3623295149;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;848;4,925
3623295788;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;310;1,8
3623194102;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;60;0,374
3623249182;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;879;5,488
3623259128;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;105;0,655
3623260754;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;680;4,241
3623267249;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;460;2,869
3623268467;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;848;5,289
3623268746;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;378;2,357
3623285200;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;400;2,495
3623298425;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;496;3,093
3623143448;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;240;1,181
3623299502;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1106;5,44
3623299840;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;424;2,086
3623301718;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1120;5,509
3623301931;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1092;5,372
3623302506;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1106;5,44
3623302741;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1078;5,303
3623302870;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;520;2,558
3623183630;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;153;0,878
3623235356;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;111;0,637
3623274958;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;425;2,439
3623275059;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;111;0,637
3623276363;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;336;1,928
3623279403;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;93;0,534
3623283070;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;420;2,41
3623286873;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;232;1,331
3623297774;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;258;1,481
3623298087;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;585;3,357
3623273925;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;221;1,165
3623283411;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;598;3,152
3623294869;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;830;4,374
3623295154;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;897;4,728
3623295342;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;604;3,183
3623252078;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;364;2,718
3623253543;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;168;1,254
3623262384;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;344;2,568
3623264269;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;1;0,007
3623265246;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;238;1,777
3623269329;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;144;1,075
3623269559;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;506;3,778
3623269621;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;247;1,844
3623270008;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;628;4,689
3623270122;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;767;5,727
3623270353;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;554;4,136
3623271826;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;200;1,493
3623272916;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;481;3,591
3623275086;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;96;0,717
3623302400;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;429;3,203
3623302580;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;403;3,009
3623281354;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;420;3,32
3623292193;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;34;0,269
3623302318;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;424;3,352
3623190428;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;98;1,076
3623286542;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;35;0,384
3623301734;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;175;1,922
3623247188;1034265;MOL°S4S E2E 234A PP KH 5185x57x15/510;6;0,027
3623247282;1034265;MOL°S4S E2E 234A PP KH 5185x57x15/510;6;0,027
3623223753;1754499;MOL°BASE M0655D PP ME 4270x130,18x12/HC;24;0,16
3623193249;1803414;MOL°BASE 387MUL-7 PP ME 4880x184x12/HC_1;8;0,086
3623192452;1822841;MOL°BASE B314 PP EE 4880x82,74x14/HC360;12;0,068
NU41698;Excedentes;11-91-4880;143;0,69853784
NU41624;Excedentes;12-24-4880;156;0,21924864
NU41696;Excedentes;12-24-3660;705;0,7431264
NU41665;Excedentes;12-30-4880;1140;2,002752
NU41672;Excedentes;12-84-4880;336;1,65279744
NU41621;Excedentes;12-84-4880;224;1,10186496
NU41613;Excedentes;12-91-4880;390;2,0782944
NU41664;Excedentes;12-109-4880;132;0,84256128
NU41608;Excedentes;12-109-4880;242;1,54469568
NU41629;Excedentes;12-110-4880;198;1,2754368
NU41650;Excedentes;12-148-4880;186;1,61203968
NU41658;Excedentes;14-30-4880;340;0,696864
NU41604;Excedentes;14-84-4880;252;1,44619776
NU41653;Excedentes;14-91-4880;96;0,59684352
NU41695;Excedentes;14-91-4880;111;0,69010032
NU41602;Excedentes;14-91-4880;364;2,26303168
NU41614;Excedentes;14-91-4880;156;0,96987072
NU41620;Excedentes;14-91-4880;154;0,95743648
NU41635;Excedentes;14-91-4880;416;2,58632192
NU41638;Excedentes;14-91-4880;312;1,93974144
NU41654;Excedentes;14-109-4880;510;3,7979088
NU41625;Excedentes;14-120-4880;122;1,0002048
NU41699;Excedentes;14-130-4880;135;1,199016
NU41673;Excedentes;15-30-4880;540;1,18584
NU41605;Excedentes;15-71-4880;448;2,3283456
NU41610;Excedentes;15-85-4270;644;3,506097
NU41669;Excedentes;15-91-4880;104;0,6927648
NU41678;Excedentes;15-91-4880;195;1,298934
NU41680;Excedentes;15-91-4880;140;0,932568
NU41603;Excedentes;15-91-4880;91;0,6061692
NU41612;Excedentes;15-91-4880;130;0,865956
NU41619;Excedentes;15-91-4880;143;0,9525516
NU41626;Excedentes;15-91-4880;273;1,8185076
NU41622;Excedentes;15-109-4880;99;0,7899012
NU41668;Excedentes;17-71-4880;656;3,86394496
NU41671;Excedentes;17-71-4880;48;0,28272768
NU41611;Excedentes;17-74-4880;272;1,66981888
NU41675;Excedentes;17-84-4880;400;2,787456
NU41628;Excedentes;17-85-4880;126;0,8885016
NU41627;Excedentes;17-100-4880;253;2,098888
NU41697;Excedentes;17-120-4880;170;1,692384
NU41639;Excedentes;17-144-4880;216;2,58038784
NU41601;Excedentes;17-186-4880;66;1,01841696
NU41617;Excedentes;17-186-4880;63;0,97212528
NU41692;Excedentes;17-240-4880;40;0,796416
NU41694;Excedentes;17-242-4880;160;3,2122112
NU41693;Excedentes;17-277-4880;80;1,8383936
NU41657;Excedentes;17-386-4880;24;0,76854144
NU41651;Excedentes;18-71-4880;680;4,2409152
NU41663;Excedentes;18-72-4880;896;5,66673408
NU41618;Excedentes;18-90-4570;117;0,8661978
NU41630;Excedentes;18-135-4880;225;2,66814
NU41674;Excedentes;20-71-4880;96;0,6652416
NU41660;Excedentes;20-90-5185;192;1,791936
NU41609;Excedentes;20-91-4880;130;1,154608
NU41676;Excedentes;20-130-4880;270;3,42576
NU41681;Excedentes;25-71-4880;170;1,47254
NU41623;Excedentes;25-91-4880;91;1,010282
NU41659;Excedentes;25-150-5185;48;0,9333
NU41683;Excedentes;28-135-4880;126;2,3242464
NU41600;Excedentes;30-91-4880;104;1,3855296
NU41656;Excedentes;34-28-4880;160;0,7433216
